title,total_price,price_per_sqm,district,area,layout,floor,year_built,decoration,orientation,has_elevator,subway_distance,rooms,halls,baths,current_floor,total_floors,floor_ratio,house_age
房源333,169.8,25454.0,高新区,66.7,1室1厅1卫,28/27,2016.0,毛坯,南,无,454.0,1.0,1.0,1.0,28.0,27.0,1.037037037037037,8.0
房源334,264.7,18743.0,温江区,141.2,4室1厅2卫,18/14,2019.0,简装,西南,有,2348.0,4.0,1.0,2.0,18.0,14.0,1.2857142857142858,5.0
房源335,150.4,16315.0,成华区,92.2,1室1厅2卫,18/28,2016.0,简装,西,有,700.0,1.0,1.0,2.0,18.0,28.0,0.6428571428571429,8.0
房源336,113.5,14933.0,双流区,76.0,1室1厅2卫,24/8,2004.0,简装,东南,无,625.0,1.0,1.0,2.0,24.0,8.0,3.0,20.0
房源337,176.4,16488.0,武侯区,107.0,3室1厅1卫,10/22,2015.0,简装,东南,有,5997.0,3.0,1.0,1.0,10.0,22.0,0.45454545454545453,9.0
房源338,273.3,16059.0,成华区,170.2,1室2厅1卫,13/21,1990.0,精装,东,有,680.0,1.0,2.0,1.0,13.0,21.0,0.6190476190476191,34.0
房源339,205.1,18852.0,双流区,108.8,2室1厅2卫,8/4,1993.0,简装,西北,有,196.0,2.0,1.0,2.0,8.0,4.0,2.0,31.0
房源340,305.7,18803.0,成华区,162.6,3室2厅1卫,27/4,2018.0,精装,东北,有,720.0,3.0,2.0,1.0,27.0,4.0,6.75,6.0
房源341,123.9,18015.0,龙泉驿区,68.8,4室2厅1卫,5/1,1990.0,简装,西南,无,1682.0,4.0,2.0,1.0,5.0,1.0,5.0,34.0
房源342,334.9,20185.0,双流区,165.9,2室1厅1卫,17/2,2011.0,简装,西南,有,1500.0,2.0,1.0,1.0,17.0,2.0,8.5,13.0
房源343,204.8,23953.0,龙泉驿区,85.5,3室1厅1卫,8/7,2000.0,毛坯,东,有,1554.0,3.0,1.0,1.0,8.0,7.0,1.1428571428571428,24.0
房源344,344.9,22748.0,青羊区,151.6,2室1厅1卫,15/26,1999.0,精装,西北,有,1231.0,2.0,1.0,1.0,15.0,26.0,0.5769230769230769,25.0
房源345,142.7,10576.0,天府新区,134.9,1室1厅1卫,25/5,2006.0,毛坯,东南,有,293.0,1.0,1.0,1.0,25.0,5.0,5.0,18.0
房源346,99.1,5230.0,龙泉驿区,189.4,3室2厅2卫,2/7,2015.0,简装,北,有,1981.0,3.0,2.0,2.0,2.0,7.0,0.2857142857142857,9.0
房源347,245.1,22672.0,高新区,108.1,3室2厅1卫,8/28,2010.0,精装,西,有,2239.0,3.0,2.0,1.0,8.0,28.0,0.2857142857142857,14.0
房源348,66.9,11166.0,成华区,59.9,3室1厅1卫,7/7,2002.0,简装,西,无,216.0,3.0,1.0,1.0,7.0,7.0,1.0,22.0
房源349,89.3,16876.0,温江区,52.9,1室2厅2卫,28/14,1998.0,毛坯,北,无,140.0,1.0,2.0,2.0,28.0,14.0,2.0,26.0
房源350,211.4,12149.0,金牛区,174.0,4室2厅1卫,21/18,2000.0,精装,北,有,3713.0,4.0,2.0,1.0,21.0,18.0,1.1666666666666667,24.0
房源351,115.7,8990.0,双流区,128.7,2室1厅2卫,6/4,2000.0,毛坯,西北,有,2027.0,2.0,1.0,2.0,6.0,4.0,1.5,24.0
房源352,344.4,20707.0,武侯区,166.3,2室2厅2卫,10/18,1995.0,简装,东南,有,2237.0,2.0,2.0,2.0,10.0,18.0,0.5555555555555556,29.0
房源353,185.7,21796.0,温江区,85.2,1室2厅2卫,12/16,1990.0,简装,东,无,2175.0,1.0,2.0,2.0,12.0,16.0,0.75,34.0
房源354,153.9,15117.0,高新区,101.8,1室1厅2卫,25/7,1995.0,简装,北,无,780.0,1.0,1.0,2.0,25.0,7.0,3.5714285714285716,29.0
房源355,27.5,5045.0,龙泉驿区,54.5,3室1厅1卫,6/28,2002.0,精装,东,有,1040.0,3.0,1.0,1.0,6.0,28.0,0.21428571428571427,22.0
房源356,296.5,15269.0,天府新区,194.2,2室1厅2卫,5/3,2011.0,毛坯,西北,无,788.0,2.0,1.0,2.0,5.0,3.0,1.6666666666666667,13.0
房源357,299.8,19959.0,青羊区,150.2,4室2厅2卫,12/15,2020.0,毛坯,东北,有,53.0,4.0,2.0,2.0,12.0,15.0,0.8,4.0
房源358,201.5,10605.0,金牛区,190.0,1室2厅1卫,10/26,2006.0,简装,南,有,1368.0,1.0,2.0,1.0,10.0,26.0,0.38461538461538464,18.0
房源359,169.9,18917.0,锦江区,89.8,2室1厅2卫,20/19,2016.0,毛坯,西,有,704.0,2.0,1.0,2.0,20.0,19.0,1.0526315789473684,8.0
房源360,254.0,17923.0,温江区,141.7,1室2厅2卫,16/28,2003.0,精装,东南,有,1043.0,1.0,2.0,2.0,16.0,28.0,0.5714285714285714,21.0
房源361,317.2,20896.0,天府新区,151.8,3室2厅2卫,11/8,1994.0,简装,西,有,698.0,3.0,2.0,2.0,11.0,8.0,1.375,30.0
房源362,181.5,18598.0,锦江区,97.6,2室1厅2卫,3/23,2021.0,简装,东南,有,677.0,2.0,1.0,2.0,3.0,23.0,0.13043478260869565,3.0
房源363,232.8,13135.0,金牛区,177.2,2室1厅1卫,7/23,1996.0,简装,西北,有,188.0,2.0,1.0,1.0,7.0,23.0,0.30434782608695654,28.0
房源364,460.7,23983.0,武侯区,192.1,3室1厅1卫,29/7,1999.0,精装,南,有,327.0,3.0,1.0,1.0,29.0,7.0,4.142857142857143,25.0
房源365,314.4,17207.0,武侯区,182.7,4室2厅2卫,14/2,2006.0,简装,西,有,173.0,4.0,2.0,2.0,14.0,2.0,7.0,18.0
房源366,287.4,17863.0,成华区,160.9,3室2厅1卫,10/19,2019.0,简装,南,有,218.0,3.0,2.0,1.0,10.0,19.0,0.5263157894736842,5.0
房源367,122.1,13334.0,金牛区,91.6,3室2厅1卫,26/9,2010.0,简装,西北,有,3611.0,3.0,2.0,1.0,26.0,9.0,2.888888888888889,14.0
房源368,145.5,15784.0,金牛区,92.2,1室2厅1卫,16/19,2002.0,简装,东南,有,166.0,1.0,2.0,1.0,16.0,19.0,0.8421052631578947,22.0
房源369,264.1,13576.0,锦江区,194.5,1室2厅1卫,18/9,1990.0,毛坯,北,有,314.0,1.0,2.0,1.0,18.0,9.0,2.0,34.0
房源370,88.2,17135.0,天府新区,51.5,1室2厅2卫,16/13,1990.0,简装,东北,有,893.0,1.0,2.0,2.0,16.0,13.0,1.2307692307692308,34.0
房源371,418.0,26559.0,双流区,157.4,2室2厅1卫,10/25,2022.0,精装,西,有,942.0,2.0,2.0,1.0,10.0,25.0,0.4,2.0
房源372,173.7,11140.0,锦江区,155.9,1室2厅1卫,20/14,2014.0,简装,南,有,167.0,1.0,2.0,1.0,20.0,14.0,1.4285714285714286,10.0
房源373,142.4,9932.0,青羊区,143.4,1室2厅2卫,12/25,2015.0,简装,西南,有,1579.0,1.0,2.0,2.0,12.0,25.0,0.48,9.0
房源374,503.3,25356.0,武侯区,198.5,1室2厅2卫,19/7,2002.0,毛坯,西,有,1538.0,1.0,2.0,2.0,19.0,7.0,2.7142857142857144,22.0
房源375,164.1,16953.0,武侯区,96.8,4室1厅2卫,23/15,2017.0,简装,西,无,271.0,4.0,1.0,2.0,23.0,15.0,1.5333333333333334,7.0
房源376,148.0,14655.0,成华区,101.0,1室1厅1卫,16/27,2022.0,毛坯,西,有,341.0,1.0,1.0,1.0,16.0,27.0,0.5925925925925926,2.0
房源377,143.4,23200.0,青羊区,61.8,2室2厅2卫,8/10,2019.0,精装,东,有,2780.0,2.0,2.0,2.0,8.0,10.0,0.8,5.0
房源378,174.3,14972.0,武侯区,116.4,4室2厅1卫,4/19,1997.0,毛坯,南,有,1747.0,4.0,2.0,1.0,4.0,19.0,0.21052631578947367,27.0
房源379,242.0,27130.0,锦江区,89.2,1室1厅2卫,19/28,1990.0,简装,南,有,1197.0,1.0,1.0,2.0,19.0,28.0,0.6785714285714286,34.0
房源380,217.1,21390.0,青羊区,101.5,3室1厅2卫,21/27,2006.0,精装,西,有,86.0,3.0,1.0,2.0,21.0,27.0,0.7777777777777778,18.0
房源381,272.6,15560.0,锦江区,175.2,2室1厅1卫,15/14,1994.0,简装,西北,有,542.0,2.0,1.0,1.0,15.0,14.0,1.0714285714285714,30.0
房源382,547.8,28787.0,双流区,190.3,2室2厅2卫,1/16,2013.0,毛坯,西北,有,819.0,2.0,2.0,2.0,1.0,16.0,0.0625,11.0
房源383,116.6,14971.0,双流区,77.9,4室1厅1卫,10/19,1995.0,精装,北,无,208.0,4.0,1.0,1.0,10.0,19.0,0.5263157894736842,29.0
房源384,229.9,21710.0,武侯区,105.9,2室1厅1卫,22/3,2014.0,精装,西,有,595.0,2.0,1.0,1.0,22.0,3.0,7.333333333333333,10.0
房源385,369.1,19496.0,武侯区,189.3,2室1厅1卫,5/9,2006.0,毛坯,东,有,919.0,2.0,1.0,1.0,5.0,9.0,0.5555555555555556,18.0
房源386,145.3,24509.0,天府新区,59.3,3室2厅2卫,18/11,2006.0,毛坯,东南,有,397.0,3.0,2.0,2.0,18.0,11.0,1.6363636363636365,18.0
房源387,164.9,25808.0,双流区,63.9,3室2厅2卫,16/2,1990.0,精装,东,无,1518.0,3.0,2.0,2.0,16.0,2.0,8.0,34.0
房源388,135.1,18160.0,温江区,74.4,4室1厅1卫,12/22,2021.0,精装,西北,无,1835.0,4.0,1.0,1.0,12.0,22.0,0.5454545454545454,3.0
房源389,198.3,14233.0,温江区,139.3,4室1厅1卫,6/11,1992.0,毛坯,北,有,391.0,4.0,1.0,1.0,6.0,11.0,0.5454545454545454,32.0
房源390,147.4,20300.0,成华区,72.6,3室1厅1卫,27/8,2008.0,简装,西北,无,1824.0,3.0,1.0,1.0,27.0,8.0,3.375,16.0
房源391,285.2,14611.0,双流区,195.2,4室1厅1卫,12/29,2018.0,精装,西北,有,109.0,4.0,1.0,1.0,12.0,29.0,0.41379310344827586,6.0
房源392,328.4,28067.0,锦江区,117.0,3室2厅2卫,27/2,1991.0,毛坯,西北,无,1818.0,3.0,2.0,2.0,27.0,2.0,13.5,33.0
房源393,233.9,18683.0,锦江区,125.2,2室1厅2卫,9/15,1998.0,简装,西,无,166.0,2.0,1.0,2.0,9.0,15.0,0.6,26.0
房源394,140.7,16173.0,高新区,87.0,2室2厅2卫,2/29,2006.0,精装,西北,有,87.0,2.0,2.0,2.0,2.0,29.0,0.06896551724137931,18.0
房源395,228.2,18923.0,青羊区,120.6,1室2厅2卫,1/10,2006.0,精装,南,无,1027.0,1.0,2.0,2.0,1.0,10.0,0.1,18.0
房源396,168.2,11264.0,龙泉驿区,149.3,1室1厅2卫,2/12,2001.0,毛坯,东北,有,639.0,1.0,1.0,2.0,2.0,12.0,0.16666666666666666,23.0
房源397,213.8,13142.0,温江区,162.7,1室2厅1卫,23/8,2009.0,简装,西南,有,2385.0,1.0,2.0,1.0,23.0,8.0,2.875,15.0
房源398,391.5,24002.0,武侯区,163.1,1室2厅1卫,5/22,1992.0,精装,西,有,451.0,1.0,2.0,1.0,5.0,22.0,0.22727272727272727,32.0
房源399,201.2,14716.0,成华区,136.7,4室1厅2卫,28/1,2006.0,简装,北,无,338.0,4.0,1.0,2.0,28.0,1.0,28.0,18.0
房源400,237.0,12765.0,龙泉驿区,185.7,3室1厅1卫,15/6,2006.0,简装,南,有,695.0,3.0,1.0,1.0,15.0,6.0,2.5,18.0
房源401,357.0,20683.0,金牛区,172.6,1室1厅2卫,12/8,2004.0,精装,东,有,714.5,1.0,1.0,2.0,12.0,8.0,1.5,20.0
房源402,391.5,23929.0,成华区,163.6,3室2厅2卫,13/19,2022.0,简装,西北,无,422.0,3.0,2.0,2.0,13.0,19.0,0.6842105263157895,2.0
房源403,125.9,21595.0,金牛区,58.3,4室1厅2卫,27/1,2005.0,精装,东南,有,1183.0,4.0,1.0,2.0,27.0,1.0,27.0,19.0
房源404,117.2,22980.0,双流区,51.0,3室2厅2卫,11/20,2000.0,简装,东南,有,1425.0,3.0,2.0,2.0,11.0,20.0,0.55,24.0
房源405,116.4,14216.0,金牛区,81.9,4室2厅2卫,1/8,2009.0,精装,东北,有,1917.0,4.0,2.0,2.0,1.0,8.0,0.125,15.0
房源406,162.8,10891.0,金牛区,149.5,1室2厅2卫,5/17,2013.0,毛坯,西,有,3607.0,1.0,2.0,2.0,5.0,17.0,0.29411764705882354,11.0
房源407,284.9,25507.0,天府新区,111.7,1室1厅1卫,8/25,2005.0,精装,东,有,310.0,1.0,1.0,1.0,8.0,25.0,0.32,19.0
房源408,180.9,16387.0,天府新区,110.4,2室2厅2卫,10/2,2019.0,精装,东北,有,1259.0,2.0,2.0,2.0,10.0,2.0,5.0,5.0
房源409,305.9,16746.0,天府新区,182.7,4室2厅2卫,9/24,1990.0,精装,西南,无,501.0,4.0,2.0,2.0,9.0,24.0,0.375,34.0
房源410,454.1,24641.0,双流区,184.3,1室1厅2卫,23/3,2013.0,简装,西南,无,1130.0,1.0,1.0,2.0,23.0,3.0,7.666666666666667,11.0
房源411,387.4,20781.0,龙泉驿区,186.4,2室2厅2卫,18/7,2013.0,毛坯,东北,有,646.0,2.0,2.0,2.0,18.0,7.0,2.5714285714285716,11.0
房源412,196.9,20279.0,成华区,97.1,4室1厅1卫,15/21,1998.0,简装,北,有,5079.0,4.0,1.0,1.0,15.0,21.0,0.7142857142857143,26.0
房源413,443.0,28825.0,成华区,153.7,2室1厅2卫,22/20,2011.0,简装,东南,有,714.5,2.0,1.0,2.0,22.0,20.0,1.1,13.0
房源414,134.1,14782.0,武侯区,90.7,2室2厅1卫,18/25,2001.0,精装,东,有,3047.0,2.0,2.0,1.0,18.0,25.0,0.72,23.0
房源415,177.9,22639.0,天府新区,78.6,1室2厅1卫,3/28,2006.0,简装,西,有,1802.0,1.0,2.0,1.0,3.0,28.0,0.10714285714285714,18.0
房源416,142.1,18285.0,双流区,77.7,1室2厅1卫,23/14,2014.0,精装,西北,有,2332.0,1.0,2.0,1.0,23.0,14.0,1.6428571428571428,10.0
房源417,195.9,19343.0,武侯区,101.3,3室2厅2卫,24/2,2017.0,毛坯,南,无,1684.0,3.0,2.0,2.0,24.0,2.0,12.0,7.0
房源418,293.6,25642.0,青羊区,114.5,1室2厅1卫,14/22,2004.0,简装,西,有,615.0,1.0,2.0,1.0,14.0,22.0,0.6363636363636364,20.0
房源419,358.6,20539.0,武侯区,174.6,2室2厅2卫,11/16,2019.0,简装,西,有,290.0,2.0,2.0,2.0,11.0,16.0,0.6875,5.0
房源420,140.7,20691.0,龙泉驿区,68.0,2室1厅2卫,8/7,2016.0,简装,东,无,463.0,2.0,1.0,2.0,8.0,7.0,1.1428571428571428,8.0
房源421,374.3,23363.0,温江区,160.2,2室2厅1卫,11/3,2011.0,精装,东南,有,20.0,2.0,2.0,1.0,11.0,3.0,3.6666666666666665,13.0
房源422,209.8,16175.0,金牛区,129.7,1室2厅2卫,17/14,1999.0,精装,东,有,742.0,1.0,2.0,2.0,17.0,14.0,1.2142857142857142,25.0
房源423,128.7,13804.0,天府新区,93.2,2室2厅2卫,6/8,2020.0,简装,南,有,703.0,2.0,2.0,2.0,6.0,8.0,0.75,4.0
房源424,158.3,12776.0,温江区,123.9,2室1厅2卫,22/5,2016.0,简装,东北,有,745.0,2.0,1.0,2.0,22.0,5.0,4.4,8.0
房源425,77.6,8168.0,武侯区,95.0,4室2厅2卫,27/28,2001.0,毛坯,东,无,3651.0,4.0,2.0,2.0,27.0,28.0,0.9642857142857143,23.0
房源426,394.2,28281.0,双流区,139.4,2室2厅1卫,8/2,2020.0,毛坯,北,有,2424.0,2.0,2.0,1.0,8.0,2.0,4.0,4.0
房源427,143.7,12484.0,金牛区,115.1,3室1厅1卫,15/12,2021.0,毛坯,西,无,176.0,3.0,1.0,1.0,15.0,12.0,1.25,3.0
房源428,126.2,16894.0,成华区,74.7,3室1厅2卫,17/1,2021.0,毛坯,东南,无,460.0,3.0,1.0,2.0,17.0,1.0,17.0,3.0
房源429,112.2,16616.0,锦江区,67.5,4室2厅2卫,15/14,2010.0,毛坯,西北,无,552.0,4.0,2.0,2.0,15.0,14.0,1.0714285714285714,14.0
房源430,257.9,19537.0,金牛区,132.0,4室2厅1卫,20/22,1999.0,精装,西南,无,447.0,4.0,2.0,1.0,20.0,22.0,0.9090909090909091,25.0
房源431,409.3,22079.0,龙泉驿区,185.4,2室1厅1卫,16/29,2005.0,毛坯,南,有,1602.0,2.0,1.0,1.0,16.0,29.0,0.5517241379310345,19.0
房源432,226.6,22302.0,龙泉驿区,101.6,4室2厅2卫,9/1,2006.0,毛坯,西南,有,742.0,4.0,2.0,2.0,9.0,1.0,9.0,18.0
房源433,241.4,15085.0,武侯区,160.0,4室2厅2卫,28/17,1993.0,简装,西,有,714.5,4.0,2.0,2.0,28.0,17.0,1.6470588235294117,31.0
房源434,255.4,17164.0,青羊区,148.8,4室1厅2卫,29/13,2016.0,精装,东,有,1917.0,4.0,1.0,2.0,29.0,13.0,2.230769230769231,8.0
房源435,368.3,19413.0,龙泉驿区,189.7,4室1厅2卫,21/26,2014.0,毛坯,西南,无,1640.0,4.0,1.0,2.0,21.0,26.0,0.8076923076923077,10.0
房源436,290.1,16757.0,龙泉驿区,173.1,2室1厅2卫,21/5,2020.0,毛坯,北,有,142.0,2.0,1.0,2.0,21.0,5.0,4.2,4.0
房源437,351.5,26037.0,双流区,135.0,4室2厅2卫,10/6,2000.0,毛坯,东,无,1251.0,4.0,2.0,2.0,10.0,6.0,1.6666666666666667,24.0
房源438,304.0,20455.0,武侯区,148.6,4室2厅1卫,24/19,2009.0,简装,西,无,572.0,4.0,2.0,1.0,24.0,19.0,1.263157894736842,15.0
房源439,400.5,21674.0,金牛区,184.8,2室2厅1卫,25/13,2006.0,简装,西南,无,349.0,2.0,2.0,1.0,25.0,13.0,1.9230769230769231,18.0
房源440,234.2,21314.0,青羊区,109.9,3室2厅1卫,1/20,2006.0,简装,西北,无,51.0,3.0,2.0,1.0,1.0,20.0,0.05,18.0
房源441,236.3,23867.0,温江区,99.0,4室2厅1卫,25/15,2019.0,毛坯,东北,有,668.0,4.0,2.0,1.0,25.0,15.0,1.6666666666666667,5.0
房源442,97.5,18905.0,锦江区,51.6,2室2厅1卫,14/8,2011.0,简装,南,有,439.0,2.0,2.0,1.0,14.0,8.0,1.75,13.0
房源443,200.4,11516.0,天府新区,174.0,1室1厅1卫,10/9,2016.0,毛坯,西南,有,290.0,1.0,1.0,1.0,10.0,9.0,1.1111111111111112,8.0
房源444,340.2,19998.0,成华区,170.1,4室1厅1卫,17/9,1993.0,精装,西北,有,1186.0,4.0,1.0,1.0,17.0,9.0,1.8888888888888888,31.0
房源445,96.9,14743.0,龙泉驿区,65.7,1室1厅1卫,3/11,2005.0,毛坯,东北,有,1467.0,1.0,1.0,1.0,3.0,11.0,0.2727272727272727,19.0
房源446,209.6,15357.0,武侯区,136.5,4室1厅2卫,12/10,2005.0,简装,东北,无,281.0,4.0,1.0,2.0,12.0,10.0,1.2,19.0
房源447,250.3,20932.0,天府新区,119.6,1室1厅1卫,25/17,2010.0,精装,西南,无,714.5,1.0,1.0,1.0,25.0,17.0,1.4705882352941178,14.0
房源448,164.0,24191.0,成华区,67.8,1室1厅1卫,17/25,2015.0,毛坯,东南,有,1889.0,1.0,1.0,1.0,17.0,25.0,0.68,9.0
房源449,356.9,18106.0,成华区,197.1,3室1厅2卫,11/22,2008.0,精装,西南,有,10.0,3.0,1.0,2.0,11.0,22.0,0.5,16.0
房源450,160.7,19544.0,温江区,82.2,1室2厅1卫,4/7,2006.0,精装,西,有,2766.0,1.0,2.0,1.0,4.0,7.0,0.5714285714285714,18.0
房源451,159.3,26511.0,温江区,60.1,4室1厅1卫,21/26,2015.0,精装,东北,有,988.0,4.0,1.0,1.0,21.0,26.0,0.8076923076923077,9.0
房源452,267.3,19204.0,温江区,139.2,3室2厅2卫,14/7,2011.0,毛坯,南,有,388.0,3.0,2.0,2.0,14.0,7.0,2.0,13.0
房源453,498.6,31008.0,高新区,160.8,2室2厅1卫,24/8,2017.0,简装,西,有,283.0,2.0,2.0,1.0,24.0,8.0,3.0,7.0
房源454,114.3,20828.0,高新区,54.9,3室1厅2卫,1/24,1990.0,毛坯,北,有,9.0,3.0,1.0,2.0,1.0,24.0,0.041666666666666664,34.0
房源455,136.8,9196.0,成华区,148.8,3室2厅2卫,22/4,1991.0,简装,东,有,268.0,3.0,2.0,2.0,22.0,4.0,5.5,33.0
房源456,282.5,21767.0,温江区,129.8,4室2厅2卫,29/12,2006.0,毛坯,西南,有,148.0,4.0,2.0,2.0,29.0,12.0,2.4166666666666665,18.0
房源457,130.4,19906.0,双流区,65.5,3室2厅2卫,24/3,2010.0,毛坯,东南,有,947.0,3.0,2.0,2.0,24.0,3.0,8.0,14.0
房源458,185.6,24449.0,龙泉驿区,75.9,1室2厅2卫,13/20,1998.0,毛坯,南,有,182.0,1.0,2.0,2.0,13.0,20.0,0.65,26.0
房源459,288.9,21366.0,天府新区,135.2,1室1厅1卫,6/11,2002.0,简装,东南,有,752.0,1.0,1.0,1.0,6.0,11.0,0.5454545454545454,22.0
房源460,163.6,17308.0,天府新区,94.5,2室1厅1卫,23/4,2000.0,毛坯,东南,有,892.0,2.0,1.0,1.0,23.0,4.0,5.75,24.0
房源461,226.5,11879.0,高新区,190.7,1室2厅1卫,20/16,2006.0,精装,东南,无,354.0,1.0,2.0,1.0,20.0,16.0,1.25,18.0
房源462,293.0,16955.0,成华区,172.8,4室2厅1卫,7/22,2005.0,毛坯,西南,有,36.0,4.0,2.0,1.0,7.0,22.0,0.3181818181818182,19.0
房源463,271.5,13747.0,武侯区,197.5,2室2厅1卫,29/11,1991.0,精装,南,有,38.0,2.0,2.0,1.0,29.0,11.0,2.6363636363636362,33.0
房源464,134.4,15097.0,金牛区,89.0,2室1厅2卫,24/1,1997.0,简装,南,无,27.0,2.0,1.0,2.0,24.0,1.0,24.0,27.0
房源465,409.4,20943.0,金牛区,195.5,2室1厅1卫,26/29,2002.0,简装,东北,有,1344.0,2.0,1.0,1.0,26.0,29.0,0.896551724137931,22.0
房源466,302.2,26350.0,高新区,114.7,2室2厅1卫,27/7,2006.0,毛坯,东南,无,383.0,2.0,2.0,1.0,27.0,7.0,3.857142857142857,18.0
房源467,203.9,19973.0,武侯区,102.1,2室2厅2卫,12/7,2013.0,毛坯,东北,有,1591.0,2.0,2.0,2.0,12.0,7.0,1.7142857142857142,11.0
房源468,69.2,12021.0,高新区,57.6,4室1厅1卫,27/23,1992.0,毛坯,东北,有,565.0,4.0,1.0,1.0,27.0,23.0,1.173913043478261,32.0
房源469,117.1,20223.0,金牛区,57.9,3室1厅1卫,7/10,2019.0,精装,东,有,603.0,3.0,1.0,1.0,7.0,10.0,0.7,5.0
房源470,368.9,23983.0,武侯区,153.8,3室2厅1卫,16/26,2002.0,简装,西南,有,719.0,3.0,2.0,1.0,16.0,26.0,0.6153846153846154,22.0
房源471,177.5,14951.0,温江区,118.7,2室2厅2卫,8/9,2008.0,精装,西南,有,1248.0,2.0,2.0,2.0,8.0,9.0,0.8888888888888888,16.0
房源472,145.6,17330.0,成华区,84.0,3室2厅1卫,9/2,1996.0,精装,西,有,320.0,3.0,2.0,1.0,9.0,2.0,4.5,28.0
房源473,256.8,18073.0,天府新区,142.1,4室2厅1卫,13/13,1998.0,毛坯,西北,有,130.0,4.0,2.0,1.0,13.0,13.0,1.0,26.0
房源474,123.7,14076.0,双流区,87.9,4室2厅2卫,23/23,2008.0,毛坯,东北,有,812.0,4.0,2.0,2.0,23.0,23.0,1.0,16.0
房源475,290.2,21241.0,青羊区,136.6,4室1厅2卫,4/25,2011.0,精装,西南,有,396.0,4.0,1.0,2.0,4.0,25.0,0.16,13.0
房源476,180.7,17395.0,成华区,103.9,4室1厅2卫,24/12,2007.0,精装,东南,有,584.0,4.0,1.0,2.0,24.0,12.0,2.0,17.0
房源477,348.7,20098.0,温江区,173.5,4室2厅2卫,17/2,2012.0,毛坯,西北,有,1041.0,4.0,2.0,2.0,17.0,2.0,8.5,12.0
房源478,234.8,13563.0,金牛区,173.1,1室2厅1卫,13/29,1991.0,毛坯,北,有,681.0,1.0,2.0,1.0,13.0,29.0,0.4482758620689655,33.0
房源479,192.3,15813.0,温江区,121.6,4室2厅2卫,18/28,2000.0,精装,东南,有,968.0,4.0,2.0,2.0,18.0,28.0,0.6428571428571429,24.0
房源480,221.7,21612.0,高新区,102.6,3室2厅2卫,28/27,2020.0,毛坯,南,无,786.0,3.0,2.0,2.0,28.0,27.0,1.037037037037037,4.0
房源481,168.5,16136.0,武侯区,104.4,3室1厅1卫,15/8,2022.0,毛坯,西南,有,1346.0,3.0,1.0,1.0,15.0,8.0,1.875,2.0
房源482,455.2,26635.0,天府新区,170.9,1室2厅2卫,15/1,2003.0,精装,西北,有,1224.0,1.0,2.0,2.0,15.0,1.0,15.0,21.0
房源483,158.7,16002.0,龙泉驿区,99.2,2室2厅1卫,20/10,2005.0,精装,西南,有,764.0,2.0,2.0,1.0,20.0,10.0,2.0,19.0
房源484,155.7,19123.0,高新区,81.4,4室2厅2卫,12/5,2000.0,简装,西,有,1136.0,4.0,2.0,2.0,12.0,5.0,2.4,24.0
房源485,142.1,22663.0,成华区,62.7,2室1厅2卫,9/23,2022.0,精装,东北,无,2068.0,2.0,1.0,2.0,9.0,23.0,0.391304347826087,2.0
房源486,130.9,10908.0,高新区,120.0,2室2厅1卫,8/16,1996.0,毛坯,北,有,566.0,2.0,2.0,1.0,8.0,16.0,0.5,28.0
房源487,112.5,9196.0,成华区,122.3,3室2厅2卫,14/27,2020.0,精装,西南,有,532.0,3.0,2.0,2.0,14.0,27.0,0.5185185185185185,4.0
房源488,182.7,10372.0,龙泉驿区,176.1,4室1厅2卫,25/13,2003.0,精装,西,有,1445.0,4.0,1.0,2.0,25.0,13.0,1.9230769230769231,21.0
房源489,202.3,24313.0,锦江区,83.2,4室2厅1卫,23/21,2017.0,精装,西,无,874.0,4.0,2.0,1.0,23.0,21.0,1.0952380952380953,7.0
房源490,163.2,15241.0,天府新区,107.1,4室2厅1卫,13/5,2005.0,简装,北,有,74.0,4.0,2.0,1.0,13.0,5.0,2.6,19.0
房源491,527.4,30791.0,双流区,171.3,1室2厅1卫,16/26,2008.0,简装,东南,无,2227.0,1.0,2.0,1.0,16.0,26.0,0.6153846153846154,16.0
房源492,263.4,15179.0,双流区,173.5,4室1厅1卫,11/22,2006.0,毛坯,东南,无,31.0,4.0,1.0,1.0,11.0,22.0,0.5,18.0
房源493,203.8,18923.0,青羊区,107.7,2室2厅2卫,5/13,2015.0,简装,东南,有,1380.0,2.0,2.0,2.0,5.0,13.0,0.38461538461538464,9.0
房源494,305.7,25711.0,温江区,118.9,1室2厅2卫,28/11,1995.0,精装,东,无,1422.0,1.0,2.0,2.0,28.0,11.0,2.5454545454545454,29.0
房源495,267.7,28030.0,锦江区,95.5,4室2厅2卫,25/19,1998.0,简装,东北,有,3060.0,4.0,2.0,2.0,25.0,19.0,1.3157894736842106,26.0
房源496,537.6,28308.0,双流区,189.9,3室2厅2卫,3/15,2006.0,精装,西北,无,56.0,3.0,2.0,2.0,3.0,15.0,0.2,18.0
房源497,163.0,24042.0,高新区,67.8,1室2厅2卫,7/7,2020.0,简装,东北,有,908.0,1.0,2.0,2.0,7.0,7.0,1.0,4.0
房源498,439.5,23120.0,温江区,190.1,4室2厅2卫,6/3,2001.0,简装,东南,有,558.0,4.0,2.0,2.0,6.0,3.0,2.0,23.0
房源499,319.9,20963.0,锦江区,152.6,1室1厅1卫,13/7,2012.0,简装,北,有,401.0,1.0,1.0,1.0,13.0,7.0,1.8571428571428572,12.0
