title,total_price,price_per_sqm,district,area,layout,floor,year_built,decoration,orientation,has_elevator,subway_distance,rooms,halls,baths,current_floor,total_floors,floor_ratio,house_age,hospital_distance,school_distance,is_near_hospital,is_near_school,is_near_subway
房源296,425.0,22595.0,高新区,188.1,3室2厅2卫,9/25,2020.0,精装,西,无,172,3.0,2.0,2.0,9.0,25.0,0.36,4.0,3450,2341,False,False,True
房源297,92.7,16549.0,温江区,56.0,1室2厅1卫,19/3,2013.0,精装,东,有,498,1.0,2.0,1.0,19.0,3.0,6.333333333333333,11.0,4631,2128,False,False,True
房源298,181.2,19337.0,武侯区,93.7,4室2厅1卫,5/21,2012.0,简装,西,有,1528,4.0,2.0,1.0,5.0,21.0,0.238095238095238,12.0,4615,2408,False,False,False
房源299,159.0,19608.0,金牛区,81.1,3室1厅2卫,26/18,1995.0,毛坯,西南,有,2725,3.0,1.0,2.0,26.0,18.0,1.4444444444444444,29.0,2868,1238,False,True,False
房源300,125.6,14660.0,龙泉驿区,85.7,2室1厅1卫,1/8,2016.0,毛坯,西南,无,229,2.0,1.0,1.0,1.0,8.0,0.125,8.0,4347,3751,False,False,True
房源301,427.7,22960.0,双流区,186.3,2室2厅2卫,19/17,2000.0,精装,东北,有,1911,2.0,2.0,2.0,19.0,17.0,1.1176470588235294,24.0,4995,1009,False,True,False
房源302,205.8,17125.0,温江区,120.2,3室2厅1卫,17/11,1994.0,精装,东南,有,2101,3.0,2.0,1.0,17.0,11.0,1.5454545454545454,30.0,3201,1106,False,True,False
房源303,170.5,14221.0,成华区,119.9,2室2厅1卫,2/6,2006.0,简装,东北,有,365,2.0,2.0,1.0,2.0,6.0,0.3333333333333333,18.0,1471,1763,True,False,True
房源304,339.4,20683.0,温江区,164.1,1室1厅2卫,22/14,1996.0,毛坯,北,有,1660,1.0,1.0,2.0,22.0,14.0,1.5714285714285714,28.0,1666,3690,True,False,False
房源305,98.9,13508.0,青羊区,73.2,4室2厅1卫,3/12,2016.0,简装,南,无,2085,4.0,2.0,1.0,3.0,12.0,0.25,8.0,3274,1625,False,False,False
房源306,223.3,18141.0,金牛区,123.1,4室1厅1卫,4/12,2004.0,毛坯,西,无,892,4.0,1.0,1.0,4.0,12.0,0.3333333333333333,20.0,2482,3715,False,False,True
房源307,205.6,17954.0,天府新区,114.5,1室2厅2卫,13/2,2002.0,简装,北,有,2400,1.0,2.0,2.0,13.0,2.0,6.5,22.0,1353,310,True,True,False
房源308,326.8,23429.0,天府新区,139.5,3室2厅1卫,2/15,2000.0,精装,西北,无,2969,3.0,2.0,1.0,2.0,15.0,0.1333333333333333,24.0,4646,1385,False,True,False
房源309,407.3,20373.0,高新区,199.9,1室2厅1卫,23/29,2015.0,简装,南,无,1412,1.0,2.0,1.0,23.0,29.0,0.7931034482758621,9.0,4236,2168,False,False,False
房源310,295.7,17875.0,高新区,165.4,1室2厅1卫,17/7,2011.0,简装,西,无,263,1.0,2.0,1.0,17.0,7.0,2.4285714285714284,13.0,4269,2573,False,False,True
房源311,242.3,22089.0,青羊区,109.7,1室1厅1卫,28/14,2017.0,精装,北,有,194,1.0,1.0,1.0,28.0,14.0,2.0,7.0,1074,3524,True,False,True
房源312,434.4,24951.0,双流区,174.1,3室1厅1卫,12/17,2013.0,毛坯,东,无,1905,3.0,1.0,1.0,12.0,17.0,0.7058823529411765,11.0,3761,2911,False,False,False
房源313,157.2,20789.0,高新区,75.6,4室2厅1卫,14/6,2018.0,毛坯,西,有,2980,4.0,2.0,1.0,14.0,6.0,2.333333333333333,6.0,1648,1071,True,True,False
房源314,98.6,18052.0,武侯区,54.6,1室2厅2卫,19/24,1998.0,精装,北,有,1233,1.0,2.0,2.0,19.0,24.0,0.7916666666666666,26.0,2215,1894,False,False,False
房源315,92.3,11441.0,金牛区,80.7,2室2厅2卫,6/27,1993.0,简装,西南,无,2483,2.0,2.0,2.0,6.0,27.0,0.2222222222222222,31.0,4354,1907,False,False,False
房源316,128.1,12674.0,青羊区,101.1,1室2厅2卫,18/24,2007.0,简装,南,有,921,1.0,2.0,2.0,18.0,24.0,0.75,17.0,2991,3946,False,False,True
房源317,208.6,16474.0,锦江区,126.6,4室1厅1卫,5/24,2005.0,简装,北,有,337,4.0,1.0,1.0,5.0,24.0,0.2083333333333333,19.0,3160,1633,False,False,True
房源318,212.8,14952.0,成华区,142.3,1室1厅1卫,24/6,2022.0,毛坯,东,无,2528,1.0,1.0,1.0,24.0,6.0,4.0,2.0,3624,1184,False,True,False
房源319,318.4,17065.0,青羊区,186.6,3室2厅1卫,2/8,2018.0,简装,东北,无,2630,3.0,2.0,1.0,2.0,8.0,0.25,6.0,3551,3614,False,False,False
房源320,231.3,18283.0,青羊区,126.5,3室2厅1卫,15/15,1999.0,毛坯,西,有,2060,3.0,2.0,1.0,15.0,15.0,1.0,25.0,504,3864,True,False,False
房源321,258.5,20648.0,天府新区,125.2,2室2厅1卫,11/22,1998.0,简装,西北,无,1148,2.0,2.0,1.0,11.0,22.0,0.5,26.0,1376,1689,True,False,False
房源322,101.5,17648.0,龙泉驿区,57.5,4室2厅2卫,22/24,2020.0,精装,西,有,1776,4.0,2.0,2.0,22.0,24.0,0.9166666666666666,4.0,1491,3701,True,False,False
房源323,112.8,20433.0,双流区,55.2,4室1厅2卫,1/18,2017.0,精装,西,有,2629,4.0,1.0,2.0,1.0,18.0,0.0555555555555555,7.0,4642,3478,False,False,False
房源324,243.1,18322.0,龙泉驿区,132.7,3室2厅2卫,12/12,1992.0,毛坯,东,无,1063,3.0,2.0,2.0,12.0,12.0,1.0,32.0,4864,525,False,True,False
房源325,94.0,8123.0,武侯区,115.7,2室1厅1卫,25/11,2003.0,毛坯,南,有,636,2.0,1.0,1.0,25.0,11.0,2.272727272727273,21.0,4965,1124,False,True,True
房源326,234.0,13303.0,锦江区,175.9,1室2厅2卫,28/8,2014.0,精装,西,有,1703,1.0,2.0,2.0,28.0,8.0,3.5,10.0,1135,2565,True,False,False
房源327,128.0,17280.0,天府新区,74.1,2室2厅1卫,28/7,2004.0,精装,南,有,2079,2.0,2.0,1.0,28.0,7.0,4.0,20.0,2193,1236,False,True,False
房源328,64.2,11952.0,锦江区,53.7,4室1厅2卫,23/21,1991.0,简装,北,有,227,4.0,1.0,2.0,23.0,21.0,1.0952380952380951,33.0,2182,3100,False,False,True
房源329,246.5,21000.0,武侯区,117.4,3室1厅2卫,2/11,2013.0,精装,西南,有,191,3.0,1.0,2.0,2.0,11.0,0.1818181818181818,11.0,619,2853,True,False,True
房源330,219.6,25654.0,龙泉驿区,85.6,2室1厅2卫,22/10,2006.0,毛坯,西北,无,642,2.0,1.0,2.0,22.0,10.0,2.2,18.0,1330,2606,True,False,True
房源331,138.3,24094.0,青羊区,57.4,2室1厅1卫,3/20,1996.0,精装,西南,无,945,2.0,1.0,1.0,3.0,20.0,0.15,28.0,4175,2211,False,False,True
房源332,268.7,16933.0,高新区,158.7,3室1厅2卫,29/10,2013.0,毛坯,南,有,1781,3.0,1.0,2.0,29.0,10.0,2.9,11.0,1869,3888,True,False,False
房源333,169.8,25454.0,高新区,66.7,1室1厅1卫,28/27,2016.0,毛坯,南,无,1951,1.0,1.0,1.0,28.0,27.0,1.037037037037037,8.0,1240,2096,True,False,False
房源334,264.7,18743.0,温江区,141.2,4室1厅2卫,18/14,2019.0,简装,西南,有,2594,4.0,1.0,2.0,18.0,14.0,1.2857142857142858,5.0,616,353,True,True,False
房源335,150.4,16315.0,成华区,92.2,1室1厅2卫,18/28,2016.0,简装,西,有,489,1.0,1.0,2.0,18.0,28.0,0.6428571428571429,8.0,3338,3418,False,False,True
房源336,113.5,14933.0,双流区,76.0,1室1厅2卫,24/8,2004.0,简装,东南,无,2819,1.0,1.0,2.0,24.0,8.0,3.0,20.0,1650,1026,True,True,False
房源337,176.4,16488.0,武侯区,107.0,3室1厅1卫,10/22,2015.0,简装,东南,有,1984,3.0,1.0,1.0,10.0,22.0,0.4545454545454545,9.0,2431,3036,False,False,False
房源338,273.3,16059.0,成华区,170.2,1室2厅1卫,13/21,1990.0,精装,东,有,142,1.0,2.0,1.0,13.0,21.0,0.6190476190476191,34.0,1512,1844,True,False,True
房源339,205.1,18852.0,双流区,108.8,2室1厅2卫,8/4,1993.0,简装,西北,有,353,2.0,1.0,2.0,8.0,4.0,2.0,31.0,2164,3470,False,False,True
房源340,305.7,18803.0,成华区,162.6,3室2厅1卫,27/4,2018.0,精装,东北,有,1183,3.0,2.0,1.0,27.0,4.0,6.75,6.0,1581,1343,True,True,False
房源341,123.9,18015.0,龙泉驿区,68.8,4室2厅1卫,5/1,1990.0,简装,西南,无,2810,4.0,2.0,1.0,5.0,1.0,5.0,34.0,1012,2213,True,False,False
房源342,334.9,20185.0,双流区,165.9,2室1厅1卫,17/2,2011.0,简装,西南,有,2614,2.0,1.0,1.0,17.0,2.0,8.5,13.0,3349,2076,False,False,False
房源343,204.8,23953.0,龙泉驿区,85.5,3室1厅1卫,8/7,2000.0,毛坯,东,有,2434,3.0,1.0,1.0,8.0,7.0,1.1428571428571428,24.0,1059,1896,True,False,False
房源344,344.9,22748.0,青羊区,151.6,2室1厅1卫,15/26,1999.0,精装,西北,有,1640,2.0,1.0,1.0,15.0,26.0,0.5769230769230769,25.0,4172,2214,False,False,False
房源345,142.7,10576.0,天府新区,134.9,1室1厅1卫,25/5,2006.0,毛坯,东南,有,2053,1.0,1.0,1.0,25.0,5.0,5.0,18.0,3843,3861,False,False,False
房源346,99.1,5230.0,龙泉驿区,189.4,3室2厅2卫,2/7,2015.0,简装,北,有,2925,3.0,2.0,2.0,2.0,7.0,0.2857142857142857,9.0,4570,2766,False,False,False
房源347,245.1,22672.0,高新区,108.1,3室2厅1卫,8/28,2010.0,精装,西,有,2492,3.0,2.0,1.0,8.0,28.0,0.2857142857142857,14.0,1970,3037,True,False,False
房源348,66.9,11166.0,成华区,59.9,3室1厅1卫,7/7,2002.0,简装,西,无,741,3.0,1.0,1.0,7.0,7.0,1.0,22.0,1080,1149,True,True,True
房源349,89.3,16876.0,温江区,52.9,1室2厅2卫,28/14,1998.0,毛坯,北,无,2529,1.0,2.0,2.0,28.0,14.0,2.0,26.0,2794,2409,False,False,False
房源350,211.4,12149.0,金牛区,174.0,4室2厅1卫,21/18,2000.0,精装,北,有,789,4.0,2.0,1.0,21.0,18.0,1.1666666666666667,24.0,3647,3516,False,False,True
房源351,115.7,8990.0,双流区,128.7,2室1厅2卫,6/4,2000.0,毛坯,西北,有,1376,2.0,1.0,2.0,6.0,4.0,1.5,24.0,4749,2563,False,False,False
房源352,344.4,20707.0,武侯区,166.3,2室2厅2卫,10/18,1995.0,简装,东南,有,2050,2.0,2.0,2.0,10.0,18.0,0.5555555555555556,29.0,2179,302,False,True,False
房源353,185.7,21796.0,温江区,85.2,1室2厅2卫,12/16,1990.0,简装,东,无,1179,1.0,2.0,2.0,12.0,16.0,0.75,34.0,4006,459,False,True,False
房源354,153.9,15117.0,高新区,101.8,1室1厅2卫,25/7,1995.0,简装,北,无,1586,1.0,1.0,2.0,25.0,7.0,3.571428571428572,29.0,3244,1080,False,True,False
房源355,27.5,5045.0,龙泉驿区,54.5,3室1厅1卫,6/28,2002.0,精装,东,有,556,3.0,1.0,1.0,6.0,28.0,0.2142857142857142,22.0,3856,3491,False,False,True
房源356,296.5,15269.0,天府新区,194.2,2室1厅2卫,5/3,2011.0,毛坯,西北,无,1082,2.0,1.0,2.0,5.0,3.0,1.6666666666666667,13.0,4545,1192,False,True,False
房源357,299.8,19959.0,青羊区,150.2,4室2厅2卫,12/15,2020.0,毛坯,东北,有,2230,4.0,2.0,2.0,12.0,15.0,0.8,4.0,1743,2330,True,False,False
房源358,201.5,10605.0,金牛区,190.0,1室2厅1卫,10/26,2006.0,简装,南,有,1222,1.0,2.0,1.0,10.0,26.0,0.3846153846153846,18.0,3618,3460,False,False,False
房源359,169.9,18917.0,锦江区,89.8,2室1厅2卫,20/19,2016.0,毛坯,西,有,248,2.0,1.0,2.0,20.0,19.0,1.0526315789473684,8.0,2641,2676,False,False,True
房源360,254.0,17923.0,温江区,141.7,1室2厅2卫,16/28,2003.0,精装,东南,有,1452,1.0,2.0,2.0,16.0,28.0,0.5714285714285714,21.0,3559,879,False,True,False
房源361,317.2,20896.0,天府新区,151.8,3室2厅2卫,11/8,1994.0,简装,西,有,1279,3.0,2.0,2.0,11.0,8.0,1.375,30.0,3459,2233,False,False,False
房源362,181.5,18598.0,锦江区,97.6,2室1厅2卫,3/23,2021.0,简装,东南,有,289,2.0,1.0,2.0,3.0,23.0,0.1304347826086956,3.0,2765,1680,False,False,True
房源363,232.8,13135.0,金牛区,177.2,2室1厅1卫,7/23,1996.0,简装,西北,有,982,2.0,1.0,1.0,7.0,23.0,0.3043478260869565,28.0,2979,3981,False,False,True
房源364,460.7,23983.0,武侯区,192.1,3室1厅1卫,29/7,1999.0,精装,南,有,2410,3.0,1.0,1.0,29.0,7.0,4.142857142857143,25.0,2135,1590,False,False,False
房源365,314.4,17207.0,武侯区,182.7,4室2厅2卫,14/2,2006.0,简装,西,有,499,4.0,2.0,2.0,14.0,2.0,7.0,18.0,2257,1940,False,False,True
房源366,287.4,17863.0,成华区,160.9,3室2厅1卫,10/19,2019.0,简装,南,有,2911,3.0,2.0,1.0,10.0,19.0,0.5263157894736842,5.0,4952,1251,False,True,False
房源367,122.1,13334.0,金牛区,91.6,3室2厅1卫,26/9,2010.0,简装,西北,有,708,3.0,2.0,1.0,26.0,9.0,2.888888888888889,14.0,2570,3694,False,False,True
房源368,145.5,15784.0,金牛区,92.2,1室2厅1卫,16/19,2002.0,简装,东南,有,1895,1.0,2.0,1.0,16.0,19.0,0.8421052631578947,22.0,3349,2982,False,False,False
房源369,264.1,13576.0,锦江区,194.5,1室2厅1卫,18/9,1990.0,毛坯,北,有,1738,1.0,2.0,1.0,18.0,9.0,2.0,34.0,3751,1287,False,True,False
房源370,88.2,17135.0,天府新区,51.5,1室2厅2卫,16/13,1990.0,简装,东北,有,1675,1.0,2.0,2.0,16.0,13.0,1.2307692307692308,34.0,4230,3912,False,False,False
房源371,418.0,26559.0,双流区,157.4,2室2厅1卫,10/25,2022.0,精装,西,有,2932,2.0,2.0,1.0,10.0,25.0,0.4,2.0,2989,1518,False,False,False
房源372,173.7,11140.0,锦江区,155.9,1室2厅1卫,20/14,2014.0,简装,南,有,2248,1.0,2.0,1.0,20.0,14.0,1.4285714285714286,10.0,2131,1220,False,True,False
房源373,142.4,9932.0,青羊区,143.4,1室2厅2卫,12/25,2015.0,简装,西南,有,1482,1.0,2.0,2.0,12.0,25.0,0.48,9.0,3316,3085,False,False,False
房源374,503.3,25356.0,武侯区,198.5,1室2厅2卫,19/7,2002.0,毛坯,西,有,1503,1.0,2.0,2.0,19.0,7.0,2.7142857142857144,22.0,1515,1655,True,False,False
房源375,164.1,16953.0,武侯区,96.8,4室1厅2卫,23/15,2017.0,简装,西,无,919,4.0,1.0,2.0,23.0,15.0,1.5333333333333334,7.0,1848,469,True,True,True
房源376,148.0,14655.0,成华区,101.0,1室1厅1卫,16/27,2022.0,毛坯,西,有,919,1.0,1.0,1.0,16.0,27.0,0.5925925925925926,2.0,3587,820,False,True,True
房源377,143.4,23200.0,青羊区,61.8,2室2厅2卫,8/10,2019.0,精装,东,有,519,2.0,2.0,2.0,8.0,10.0,0.8,5.0,3339,1786,False,False,True
房源378,174.3,14972.0,武侯区,116.4,4室2厅1卫,4/19,1997.0,毛坯,南,有,223,4.0,2.0,1.0,4.0,19.0,0.2105263157894736,27.0,835,339,True,True,True
房源379,242.0,27130.0,锦江区,89.2,1室1厅2卫,19/28,1990.0,简装,南,有,521,1.0,1.0,2.0,19.0,28.0,0.6785714285714286,34.0,1395,1860,True,False,True
房源380,217.1,21390.0,青羊区,101.5,3室1厅2卫,21/27,2006.0,精装,西,有,1608,3.0,1.0,2.0,21.0,27.0,0.7777777777777778,18.0,4046,3632,False,False,False
房源381,272.6,15560.0,锦江区,175.2,2室1厅1卫,15/14,1994.0,简装,西北,有,1697,2.0,1.0,1.0,15.0,14.0,1.0714285714285714,30.0,1351,1718,True,False,False
房源382,547.8,28787.0,双流区,190.3,2室2厅2卫,1/16,2013.0,毛坯,西北,有,867,2.0,2.0,2.0,1.0,16.0,0.0625,11.0,2187,1254,False,True,True
房源383,116.6,14971.0,双流区,77.9,4室1厅1卫,10/19,1995.0,精装,北,无,2144,4.0,1.0,1.0,10.0,19.0,0.5263157894736842,29.0,2431,3597,False,False,False
房源384,229.9,21710.0,武侯区,105.9,2室1厅1卫,22/3,2014.0,精装,西,有,2630,2.0,1.0,1.0,22.0,3.0,7.333333333333333,10.0,4246,1283,False,True,False
房源385,369.1,19496.0,武侯区,189.3,2室1厅1卫,5/9,2006.0,毛坯,东,有,2666,2.0,1.0,1.0,5.0,9.0,0.5555555555555556,18.0,2927,3495,False,False,False
房源386,145.3,24509.0,天府新区,59.3,3室2厅2卫,18/11,2006.0,毛坯,东南,有,2302,3.0,2.0,2.0,18.0,11.0,1.6363636363636365,18.0,2068,1274,False,True,False
房源387,164.9,25808.0,双流区,63.9,3室2厅2卫,16/2,1990.0,精装,东,无,2239,3.0,2.0,2.0,16.0,2.0,8.0,34.0,4500,337,False,True,False
房源388,135.1,18160.0,温江区,74.4,4室1厅1卫,12/22,2021.0,精装,西北,无,1649,4.0,1.0,1.0,12.0,22.0,0.5454545454545454,3.0,3238,2675,False,False,False
房源389,198.3,14233.0,温江区,139.3,4室1厅1卫,6/11,1992.0,毛坯,北,有,2602,4.0,1.0,1.0,6.0,11.0,0.5454545454545454,32.0,3998,1574,False,False,False
房源390,147.4,20300.0,成华区,72.6,3室1厅1卫,27/8,2008.0,简装,西北,无,1864,3.0,1.0,1.0,27.0,8.0,3.375,16.0,4413,1499,False,True,False
房源391,285.2,14611.0,双流区,195.2,4室1厅1卫,12/29,2018.0,精装,西北,有,2144,4.0,1.0,1.0,12.0,29.0,0.4137931034482758,6.0,1566,1925,True,False,False
房源392,328.4,28067.0,锦江区,117.0,3室2厅2卫,27/2,1991.0,毛坯,西北,无,2745,3.0,2.0,2.0,27.0,2.0,13.5,33.0,4880,1213,False,True,False
房源393,233.9,18683.0,锦江区,125.2,2室1厅2卫,9/15,1998.0,简装,西,无,609,2.0,1.0,2.0,9.0,15.0,0.6,26.0,2944,753,False,True,True
房源394,140.7,16173.0,高新区,87.0,2室2厅2卫,2/29,2006.0,精装,西北,有,1306,2.0,2.0,2.0,2.0,29.0,0.0689655172413793,18.0,4607,336,False,True,False
房源395,228.2,18923.0,青羊区,120.6,1室2厅2卫,1/10,2006.0,精装,南,无,485,1.0,2.0,2.0,1.0,10.0,0.1,18.0,3873,3687,False,False,True
房源396,168.2,11264.0,龙泉驿区,149.3,1室1厅2卫,2/12,2001.0,毛坯,东北,有,1697,1.0,1.0,2.0,2.0,12.0,0.1666666666666666,23.0,4469,2011,False,False,False
房源397,213.8,13142.0,温江区,162.7,1室2厅1卫,23/8,2009.0,简装,西南,有,2552,1.0,2.0,1.0,23.0,8.0,2.875,15.0,3046,3320,False,False,False
房源398,391.5,24002.0,武侯区,163.1,1室2厅1卫,5/22,1992.0,精装,西,有,2393,1.0,2.0,1.0,5.0,22.0,0.2272727272727272,32.0,1253,1095,True,True,False
房源399,201.2,14716.0,成华区,136.7,4室1厅2卫,28/1,2006.0,简装,北,无,841,4.0,1.0,2.0,28.0,1.0,28.0,18.0,2582,1272,False,True,True
房源400,237.0,12765.0,龙泉驿区,185.7,3室1厅1卫,15/6,2006.0,简装,南,有,2808,3.0,1.0,1.0,15.0,6.0,2.5,18.0,3274,892,False,True,False
房源401,357.0,20683.0,金牛区,172.6,1室1厅2卫,12/8,2004.0,精装,东,有,2797,1.0,1.0,2.0,12.0,8.0,1.5,20.0,3396,1437,False,True,False
房源402,391.5,23929.0,成华区,163.6,3室2厅2卫,13/19,2022.0,简装,西北,无,2011,3.0,2.0,2.0,13.0,19.0,0.6842105263157895,2.0,4685,3411,False,False,False
房源403,125.9,21595.0,金牛区,58.3,4室1厅2卫,27/1,2005.0,精装,东南,有,1546,4.0,1.0,2.0,27.0,1.0,27.0,19.0,1275,1624,True,False,False
房源404,117.2,22980.0,双流区,51.0,3室2厅2卫,11/20,2000.0,简装,东南,有,1000,3.0,2.0,2.0,11.0,20.0,0.55,24.0,2125,2571,False,False,False
房源405,116.4,14216.0,金牛区,81.9,4室2厅2卫,1/8,2009.0,精装,东北,有,2212,4.0,2.0,2.0,1.0,8.0,0.125,15.0,3569,617,False,True,False
房源406,162.8,10891.0,金牛区,149.5,1室2厅2卫,5/17,2013.0,毛坯,西,有,2360,1.0,2.0,2.0,5.0,17.0,0.2941176470588235,11.0,917,2696,True,False,False
房源407,284.9,25507.0,天府新区,111.7,1室1厅1卫,8/25,2005.0,精装,东,有,2109,1.0,1.0,1.0,8.0,25.0,0.32,19.0,614,2462,True,False,False
房源408,180.9,16387.0,天府新区,110.4,2室2厅2卫,10/2,2019.0,精装,东北,有,341,2.0,2.0,2.0,10.0,2.0,5.0,5.0,1116,3045,True,False,True
房源409,305.9,16746.0,天府新区,182.7,4室2厅2卫,9/24,1990.0,精装,西南,无,2640,4.0,2.0,2.0,9.0,24.0,0.375,34.0,4474,1646,False,False,False
房源410,454.1,24641.0,双流区,184.3,1室1厅2卫,23/3,2013.0,简装,西南,无,2485,1.0,1.0,2.0,23.0,3.0,7.666666666666667,11.0,3767,1891,False,False,False
房源411,387.4,20781.0,龙泉驿区,186.4,2室2厅2卫,18/7,2013.0,毛坯,东北,有,2120,2.0,2.0,2.0,18.0,7.0,2.571428571428572,11.0,1325,3411,True,False,False
房源412,196.9,20279.0,成华区,97.1,4室1厅1卫,15/21,1998.0,简装,北,有,272,4.0,1.0,1.0,15.0,21.0,0.7142857142857143,26.0,2016,2189,False,False,True
房源413,443.0,28825.0,成华区,153.7,2室1厅2卫,22/20,2011.0,简装,东南,有,771,2.0,1.0,2.0,22.0,20.0,1.1,13.0,3646,2387,False,False,True
房源414,134.1,14782.0,武侯区,90.7,2室2厅1卫,18/25,2001.0,精装,东,有,263,2.0,2.0,1.0,18.0,25.0,0.72,23.0,912,2296,True,False,True
房源415,177.9,22639.0,天府新区,78.6,1室2厅1卫,3/28,2006.0,简装,西,有,564,1.0,2.0,1.0,3.0,28.0,0.1071428571428571,18.0,1228,2072,True,False,True
房源416,142.1,18285.0,双流区,77.7,1室2厅1卫,23/14,2014.0,精装,西北,有,596,1.0,2.0,1.0,23.0,14.0,1.6428571428571428,10.0,3848,1612,False,False,True
房源417,195.9,19343.0,武侯区,101.3,3室2厅2卫,24/2,2017.0,毛坯,南,无,799,3.0,2.0,2.0,24.0,2.0,12.0,7.0,3308,1585,False,False,True
房源418,293.6,25642.0,青羊区,114.5,1室2厅1卫,14/22,2004.0,简装,西,有,2542,1.0,2.0,1.0,14.0,22.0,0.6363636363636364,20.0,1175,515,True,True,False
房源419,358.6,20539.0,武侯区,174.6,2室2厅2卫,11/16,2019.0,简装,西,有,802,2.0,2.0,2.0,11.0,16.0,0.6875,5.0,3965,3518,False,False,True
房源420,140.7,20691.0,龙泉驿区,68.0,2室1厅2卫,8/7,2016.0,简装,东,无,2040,2.0,1.0,2.0,8.0,7.0,1.1428571428571428,8.0,3004,2683,False,False,False
房源421,374.3,23363.0,温江区,160.2,2室2厅1卫,11/3,2011.0,精装,东南,有,2455,2.0,2.0,1.0,11.0,3.0,3.6666666666666665,13.0,3467,3539,False,False,False
房源422,209.8,16175.0,金牛区,129.7,1室2厅2卫,17/14,1999.0,精装,东,有,1891,1.0,2.0,2.0,17.0,14.0,1.2142857142857142,25.0,3286,2439,False,False,False
房源423,128.7,13804.0,天府新区,93.2,2室2厅2卫,6/8,2020.0,简装,南,有,282,2.0,2.0,2.0,6.0,8.0,0.75,4.0,1622,2700,True,False,True
房源424,158.3,12776.0,温江区,123.9,2室1厅2卫,22/5,2016.0,简装,东北,有,728,2.0,1.0,2.0,22.0,5.0,4.4,8.0,4579,2918,False,False,True
房源425,77.6,8168.0,武侯区,95.0,4室2厅2卫,27/28,2001.0,毛坯,东,无,2657,4.0,2.0,2.0,27.0,28.0,0.9642857142857144,23.0,2071,3942,False,False,False
房源426,394.2,28281.0,双流区,139.4,2室2厅1卫,8/2,2020.0,毛坯,北,有,1831,2.0,2.0,1.0,8.0,2.0,4.0,4.0,2643,3163,False,False,False
房源427,143.7,12484.0,金牛区,115.1,3室1厅1卫,15/12,2021.0,毛坯,西,无,645,3.0,1.0,1.0,15.0,12.0,1.25,3.0,2187,2004,False,False,True
房源428,126.2,16894.0,成华区,74.7,3室1厅2卫,17/1,2021.0,毛坯,东南,无,1687,3.0,1.0,2.0,17.0,1.0,17.0,3.0,4632,3128,False,False,False
房源429,112.2,16616.0,锦江区,67.5,4室2厅2卫,15/14,2010.0,毛坯,西北,无,723,4.0,2.0,2.0,15.0,14.0,1.0714285714285714,14.0,4351,662,False,True,True
房源430,257.9,19537.0,金牛区,132.0,4室2厅1卫,20/22,1999.0,精装,西南,无,693,4.0,2.0,1.0,20.0,22.0,0.9090909090909092,25.0,3940,2904,False,False,True
房源431,409.3,22079.0,龙泉驿区,185.4,2室1厅1卫,16/29,2005.0,毛坯,南,有,843,2.0,1.0,1.0,16.0,29.0,0.5517241379310345,19.0,4266,3716,False,False,True
房源432,226.6,22302.0,龙泉驿区,101.6,4室2厅2卫,9/1,2006.0,毛坯,西南,有,1868,4.0,2.0,2.0,9.0,1.0,9.0,18.0,2826,2016,False,False,False
房源433,241.4,15085.0,武侯区,160.0,4室2厅2卫,28/17,1993.0,简装,西,有,1559,4.0,2.0,2.0,28.0,17.0,1.6470588235294117,31.0,3414,1493,False,True,False
房源434,255.4,17164.0,青羊区,148.8,4室1厅2卫,29/13,2016.0,精装,东,有,2048,4.0,1.0,2.0,29.0,13.0,2.230769230769231,8.0,4452,655,False,True,False
房源435,368.3,19413.0,龙泉驿区,189.7,4室1厅2卫,21/26,2014.0,毛坯,西南,无,2701,4.0,1.0,2.0,21.0,26.0,0.8076923076923077,10.0,1095,490,True,True,False
房源436,290.1,16757.0,龙泉驿区,173.1,2室1厅2卫,21/5,2020.0,毛坯,北,有,2168,2.0,1.0,2.0,21.0,5.0,4.2,4.0,1228,2769,True,False,False
房源437,351.5,26037.0,双流区,135.0,4室2厅2卫,10/6,2000.0,毛坯,东,无,2701,4.0,2.0,2.0,10.0,6.0,1.6666666666666667,24.0,1865,999,True,True,False
房源438,304.0,20455.0,武侯区,148.6,4室2厅1卫,24/19,2009.0,简装,西,无,2544,4.0,2.0,1.0,24.0,19.0,1.263157894736842,15.0,4992,2354,False,False,False
房源439,400.5,21674.0,金牛区,184.8,2室2厅1卫,25/13,2006.0,简装,西南,无,2772,2.0,2.0,1.0,25.0,13.0,1.9230769230769231,18.0,1198,2480,True,False,False
房源440,234.2,21314.0,青羊区,109.9,3室2厅1卫,1/20,2006.0,简装,西北,无,204,3.0,2.0,1.0,1.0,20.0,0.05,18.0,895,856,True,True,True
房源441,236.3,23867.0,温江区,99.0,4室2厅1卫,25/15,2019.0,毛坯,东北,有,2339,4.0,2.0,1.0,25.0,15.0,1.6666666666666667,5.0,4671,1125,False,True,False
房源442,97.5,18905.0,锦江区,51.6,2室2厅1卫,14/8,2011.0,简装,南,有,116,2.0,2.0,1.0,14.0,8.0,1.75,13.0,4860,3108,False,False,True
房源443,200.4,11516.0,天府新区,174.0,1室1厅1卫,10/9,2016.0,毛坯,西南,有,492,1.0,1.0,1.0,10.0,9.0,1.1111111111111112,8.0,3002,1354,False,True,True
